complaint_id,filed_on,resolved_on,ward,category,description,status,channel,priority,citizen_age,satisfaction_score
GRV-1729,2025-07-27,,Ward-17,Waste Management,Overflowing dustbin near bus stop,In Progress,Phone Call,High,59.0,nan
GRV-1730,2025-02-24,2025-02-27,Ward-18,Sewage & Drainage,Foul smell from open drainage channel,Resolved,Walk-In,Low,74.0,3.0
GRV-1731,2025-03-30,2025-04-09,Ward-05,Sewage & Drainage,Foul smell from open drainage channel,Resolved,Walk-In,Medium,19.0,1.0
GRV-1732,2025-02-21,2025-03-04,Ward-12,Public Property,Tree fallen on parked vehicles,Resolved,,Medium,41.0,5.0
GRV-1733,2024-10-04,2024-10-16,Ward-14,Sewage & Drainage,Sewage mixing with drinking water pipeline,Closed,WhatsApp,Low,48.0,3.0
GRV-1734,2025-09-13,2025-10-04,Ward-17,Noise & Pollution,Loud music from nearby event venue,Resolved,Mobile App,Low,59.0,2.0
GRV-1735,2025-01-16,2025-02-03,Ward-07,Waste Management,Garbage not collected for a week,Resolved,Phone Call,High,60.0,3.0
GRV-1736,2024-10-12,2024-11-03,Ward-05,Waste Management,Illegal dumping of waste on street,Resolved,Mobile App,Medium,19.0,2.0
GRV-1737,2025-08-12,2025-09-09,,Road & Infrastructure,Road completely waterlogged after rain,Resolved,Mobile App,Medium,,2.0
GRV-1738,2025-12-18,2026-01-11,Ward-18,Street Lighting,Street lights not working for 2 weeks,Resolved,Walk-In,High,58.0,5.0
GRV-1739,2025-06-03,,Ward-10,Sewage & Drainage,Manhole cover missing – safety hazard,Open,Mobile App,Critical,37.0,nan
GRV-1740,2025-09-01,,Ward-11,Street Lighting,Short circuit sparks from street light,Rejected,WhatsApp,Low,19.0,nan
GRV-1741,2025-04-19,,Ward-15,Public Property,Tree fallen on parked vehicles,Open,Walk-In,Critical,,nan
GRV-1742,2025-08-17,2025-09-08,Ward-18,Public Property,Tree fallen on parked vehicles,Resolved,WhatsApp,Low,44.0,1.0
GRV-1743,2024-12-17,,Ward-06,Public Property,Public toilet locked / not accessible,Open,Mobile App,Low,54.0,nan
GRV-1744,2025-07-07,,Ward-02,Waste Management,Garbage truck does not come on schedule,Open,Website,Low,54.0,nan
GRV-1745,2025-02-05,,Ward-09,Road & Infrastructure,Road completely waterlogged after rain,Open,Mobile App,Medium,23.0,nan
GRV-1746,2024-10-22,,Ward-11,Public Property,Public toilet locked / not accessible,Open,WhatsApp,Low,53.0,nan
GRV-1747,2025-03-13,2025-04-05,Ward-10,Public Property,Encroachment on footpath by shop owners,Resolved,Website,High,49.0,3.0
GRV-1748,2025-12-26,,Ward-11,Sewage & Drainage,Foul smell from open drainage channel,Open,WhatsApp,Low,,nan
GRV-1749,2025-09-02,,Ward-17,Waste Management,Garbage truck does not come on schedule,Open,Walk-In,Medium,24.0,nan
GRV-1750,2025-11-05,,Ward-08,Sewage & Drainage,Manhole cover missing – safety hazard,Open,Walk-In,Medium,51.0,nan
GRV-1751,2025-10-07,,Ward-20,Road & Infrastructure,Broken footpath causing injury to pedestrians,Open,WhatsApp,Medium,31.0,nan
GRV-1752,2025-06-02,,Ward-12,Sewage & Drainage,Sewage overflowing onto road,Open,Website,Low,36.0,nan
GRV-1753,2025-06-08,2025-07-07,Ward-08,Public Property,Encroachment on footpath by shop owners,Closed,Mobile App,Medium,23.0,2.0
GRV-1754,2026-02-20,2026-02-21,Ward-04,Road & Infrastructure,Speed breaker removed without notice,Closed,Website,Low,37.0,3.0
GRV-1755,2025-09-09,,Ward-17,Public Property,Tree fallen on parked vehicles,Open,Phone Call,Medium,33.0,nan
GRV-1756,2025-04-11,,Ward-10,Sewage & Drainage,Manhole cover missing – safety hazard,In Progress,Walk-In,Medium,18.0,nan
GRV-1757,2025-08-22,,Ward-18,Water Supply,No water supply for 3 days,Open,WhatsApp,Low,50.0,nan
GRV-1758,2026-01-18,2026-02-07,Ward-07,Water Supply,Low water pressure in pipes,Resolved,Website,High,26.0,3.0
GRV-1759,2025-01-10,2025-01-23,Ward-14,Waste Management,Garbage truck does not come on schedule,Resolved,Mobile App,High,74.0,4.0
GRV-1760,2025-01-19,,Ward-11,Waste Management,Garbage not collected for a week,In Progress,Mobile App,Low,36.0,nan
GRV-1761,2024-10-26,2024-11-04,Ward-18,Water Supply,Low water pressure in pipes,Resolved,Mobile App,Medium,37.0,3.0
GRV-1762,2025-04-25,,Ward-15,Waste Management,Illegal dumping of waste on street,In Progress,Website,Medium,43.0,nan
GRV-1763,2025-12-01,2025-12-21,Ward-18,Water Supply,Water pipeline leakage on main road,Resolved,Mobile App,Medium,55.0,4.0
GRV-1764,2025-05-20,2025-06-04,Ward-19,Sewage & Drainage,Sewage overflowing onto road,Resolved,Mobile App,High,,5.0
GRV-1765,2025-08-20,2025-09-03,Ward-04,Water Supply,Dirty/contaminated water coming from tap,Closed,Phone Call,High,29.0,5.0
GRV-1766,2025-11-25,,,Road & Infrastructure,Road construction debris not cleared,Open,Website,Medium,74.0,nan
GRV-1767,2025-01-26,,Ward-18,Noise & Pollution,Construction noise beyond permitted hours,In Progress,Walk-In,Low,21.0,nan
GRV-1768,2024-10-07,,Ward-05,Street Lighting,Broken street light reported multiple times,Open,Phone Call,Medium,71.0,nan
GRV-1769,2026-02-10,,Ward-01,Noise & Pollution,Burning of garbage creating air pollution,Rejected,WhatsApp,High,43.0,nan
GRV-1770,2026-01-10,,Ward-19,Waste Management,Garbage not collected for a week,Open,WhatsApp,Medium,52.0,nan
GRV-1771,2025-11-18,,Ward-12,Sewage & Drainage,Sewage overflowing onto road,Open,Walk-In,Medium,63.0,nan
GRV-1772,2025-09-23,,Ward-06,Public Property,Encroachment on footpath by shop owners,Open,Walk-In,Medium,71.0,nan
GRV-1773,2026-02-02,,Ward-19,Road & Infrastructure,Road completely waterlogged after rain,Open,Mobile App,High,66.0,nan
GRV-1774,2025-12-15,2025-12-21,Ward-03,Sewage & Drainage,Manhole cover missing – safety hazard,Resolved,Phone Call,Medium,44.0,1.0
GRV-1775,2025-04-06,,Ward-19,Road & Infrastructure,Large pothole causing accidents on highway,Open,Website,Critical,60.0,nan
GRV-1776,2026-02-25,2026-03-26,,Road & Infrastructure,Road completely waterlogged after rain,Resolved,Walk-In,Low,52.0,3.0
GRV-1777,2025-07-19,2025-08-15,Ward-11,Sewage & Drainage,Sewage overflowing onto road,Closed,Website,Medium,49.0,2.0
GRV-1778,2025-03-05,2025-03-20,Ward-05,Sewage & Drainage,Foul smell from open drainage channel,Resolved,WhatsApp,Medium,48.0,1.0
GRV-1779,2025-07-31,,Ward-06,Noise & Pollution,Burning of garbage creating air pollution,Rejected,Mobile App,Medium,58.0,nan
GRV-1780,2024-12-05,2024-12-23,Ward-14,Noise & Pollution,Factory emitting foul-smelling smoke,Resolved,Phone Call,High,43.0,5.0
GRV-1781,2025-06-14,2025-07-10,Ward-15,Waste Management,Illegal dumping of waste on street,Closed,Website,Medium,62.0,4.0
GRV-1782,2024-10-19,,Ward-06,Road & Infrastructure,Speed breaker removed without notice,In Progress,WhatsApp,Low,,nan
GRV-1783,2024-11-02,2024-12-02,Ward-07,Road & Infrastructure,Road completely waterlogged after rain,Closed,Phone Call,High,44.0,5.0
GRV-1784,2026-03-25,2026-04-09,Ward-01,Public Property,Park benches broken and vandalised,Resolved,WhatsApp,Medium,19.0,5.0
GRV-1785,2025-03-21,,Ward-19,Noise & Pollution,Dust from road construction affecting residents,In Progress,Walk-In,Critical,60.0,nan
GRV-1786,2025-04-04,,Ward-18,Sewage & Drainage,Foul smell from open drainage channel,In Progress,Website,Medium,28.0,nan
GRV-1787,2025-04-14,,Ward-19,Waste Management,Illegal dumping of waste on street,In Progress,Phone Call,Low,39.0,nan
GRV-1788,2024-10-25,,Ward-12,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,,Medium,33.0,nan
GRV-1789,2025-05-12,2025-05-21,Ward-20,Public Property,Public toilet locked / not accessible,Resolved,Walk-In,High,62.0,5.0
GRV-1790,2025-04-15,,Ward-19,Waste Management,No waste bins available in the area,Open,WhatsApp,Medium,27.0,nan
GRV-1791,2025-01-31,2025-02-28,Ward-02,Waste Management,No waste bins available in the area,Closed,Walk-In,High,46.0,4.0
GRV-1792,2025-07-21,,Ward-08,Waste Management,Garbage not collected for a week,Open,Mobile App,Medium,25.0,nan
GRV-1793,2025-09-05,,Ward-15,Sewage & Drainage,Foul smell from open drainage channel,In Progress,,High,,nan
GRV-1794,2025-04-13,,Ward-17,Water Supply,Dirty/contaminated water coming from tap,Open,Phone Call,High,30.0,nan
GRV-1795,2025-11-29,,Ward-06,Road & Infrastructure,Road construction debris not cleared,In Progress,Website,Medium,,nan
GRV-1796,2025-04-26,2025-05-21,Ward-03,Road & Infrastructure,Road construction debris not cleared,Resolved,WhatsApp,Low,67.0,1.0
GRV-1797,2026-02-06,,Ward-12,Waste Management,Garbage truck does not come on schedule,In Progress,Website,High,,nan
GRV-1798,2025-12-01,,,Sewage & Drainage,Sewage overflowing onto road,In Progress,Walk-In,Medium,60.0,nan
GRV-1799,2025-08-11,,,Waste Management,Garbage not collected for a week,In Progress,Phone Call,Low,68.0,nan
GRV-1800,2025-05-20,,Ward-04,Waste Management,Overflowing dustbin near bus stop,In Progress,Walk-In,Medium,21.0,nan
GRV-1801,2025-08-19,,Ward-16,Road & Infrastructure,Large pothole causing accidents on highway,In Progress,Website,Low,41.0,nan
GRV-1802,2025-06-26,,Ward-02,Waste Management,No waste bins available in the area,Open,Walk-In,Medium,35.0,nan
GRV-1803,2025-10-05,2025-10-18,Ward-02,Waste Management,Overflowing dustbin near bus stop,Resolved,WhatsApp,Low,67.0,3.0
GRV-1804,2025-02-24,2025-03-10,Ward-17,Waste Management,Illegal dumping of waste on street,Closed,Website,Medium,31.0,4.0
GRV-1805,2025-05-21,2025-06-12,Ward-10,Sewage & Drainage,Sewage overflowing onto road,Closed,Mobile App,Low,,3.0
GRV-1806,2024-12-15,2025-01-11,Ward-06,Sewage & Drainage,Manhole cover missing – safety hazard,Closed,Walk-In,High,50.0,3.0
GRV-1807,2025-06-10,2025-06-13,Ward-06,Sewage & Drainage,Blocked drain causing flooding in colony,Resolved,WhatsApp,Medium,51.0,5.0
GRV-1808,2025-09-08,2025-10-06,Ward-11,Road & Infrastructure,Road completely waterlogged after rain,Resolved,Website,Medium,65.0,5.0
GRV-1809,2025-05-24,,Ward-05,Water Supply,Low water pressure in pipes,In Progress,Mobile App,Low,43.0,nan
GRV-1810,2026-02-01,2026-02-24,Ward-05,Sewage & Drainage,Sewage mixing with drinking water pipeline,Resolved,WhatsApp,Low,60.0,5.0
GRV-1811,2026-02-03,,Ward-18,Street Lighting,Broken street light reported multiple times,In Progress,WhatsApp,High,38.0,nan
GRV-1812,2026-01-09,2026-01-28,Ward-20,Water Supply,Water pipeline leakage on main road,Resolved,WhatsApp,High,59.0,4.0
GRV-1813,2025-09-12,,Ward-12,Noise & Pollution,Loud music from nearby event venue,In Progress,Mobile App,Medium,62.0,nan
GRV-1814,2024-12-29,2025-01-15,Ward-16,Street Lighting,Frequent power fluctuation in area,Closed,Website,Medium,40.0,5.0
GRV-1815,2025-11-05,,Ward-05,Noise & Pollution,Dust from road construction affecting residents,Open,Phone Call,Medium,67.0,nan
GRV-1816,2025-06-06,,Ward-18,Waste Management,Garbage not collected for a week,Open,Website,Low,28.0,nan
GRV-1817,2026-02-15,,Ward-04,Water Supply,No water supply for 3 days,In Progress,WhatsApp,Low,36.0,nan
GRV-1818,2025-09-09,2025-09-13,Ward-11,Public Property,Public toilet locked / not accessible,Resolved,Website,Medium,,4.0
GRV-1819,2025-02-03,2025-02-05,Ward-09,Waste Management,No waste bins available in the area,Resolved,Phone Call,High,46.0,3.0
GRV-1820,2024-10-25,,Ward-09,Street Lighting,Broken street light reported multiple times,In Progress,Website,High,18.0,nan
GRV-1821,2025-12-13,2025-12-26,Ward-16,Street Lighting,Broken street light reported multiple times,Resolved,Walk-In,Medium,23.0,1.0
GRV-1822,2024-11-17,,Ward-10,Sewage & Drainage,Manhole cover missing – safety hazard,Open,WhatsApp,Medium,27.0,nan
GRV-1823,2025-07-01,2025-07-10,Ward-04,Public Property,Stray dogs attacking residents near park,Resolved,Walk-In,Medium,,1.0
GRV-1824,2025-02-14,,Ward-17,Public Property,Public toilet locked / not accessible,Open,Website,High,32.0,nan
GRV-1825,2024-12-08,2024-12-26,Ward-02,Noise & Pollution,Dust from road construction affecting residents,Resolved,Walk-In,Medium,64.0,5.0
GRV-1826,2025-08-26,2025-08-29,Ward-05,Public Property,Park benches broken and vandalised,Resolved,Website,Critical,65.0,1.0
GRV-1827,2025-01-25,,,Street Lighting,Street lights not working for 2 weeks,Open,Walk-In,Medium,59.0,nan
GRV-1828,2025-06-25,2025-07-04,Ward-13,Sewage & Drainage,Sewage overflowing onto road,Resolved,WhatsApp,Medium,69.0,4.0
GRV-1829,2026-01-30,,Ward-06,Road & Infrastructure,Road construction debris not cleared,Open,Website,Medium,43.0,nan
GRV-1830,2025-12-08,,Ward-02,Waste Management,Garbage truck does not come on schedule,Open,WhatsApp,Medium,62.0,nan
GRV-1831,2025-01-14,2025-01-17,Ward-02,Public Property,Public toilet locked / not accessible,Resolved,Phone Call,Low,35.0,4.0
GRV-1832,2025-04-10,,Ward-09,Water Supply,Low water pressure in pipes,Open,Website,Medium,36.0,nan
GRV-1833,2025-08-20,,Ward-17,Street Lighting,Short circuit sparks from street light,In Progress,Mobile App,High,52.0,nan
GRV-1834,2026-01-10,,Ward-18,Water Supply,No water supply for 3 days,In Progress,WhatsApp,Medium,36.0,nan
GRV-1835,2026-02-12,,Ward-07,Noise & Pollution,Burning of garbage creating air pollution,Open,Website,Critical,62.0,nan
GRV-1836,2026-03-06,,Ward-14,Sewage & Drainage,Sewage overflowing onto road,Open,WhatsApp,Low,,nan
GRV-1837,2025-02-03,,Ward-04,Water Supply,Water meter not working properly,Open,WhatsApp,Critical,41.0,nan
GRV-1838,2026-01-25,,Ward-15,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,Website,Medium,31.0,nan
GRV-1839,2025-04-02,2025-04-21,Ward-15,Noise & Pollution,Factory emitting foul-smelling smoke,Resolved,Website,High,37.0,3.0
GRV-1840,2025-08-23,,Ward-09,Noise & Pollution,Construction noise beyond permitted hours,In Progress,Mobile App,Medium,25.0,nan
GRV-1841,2024-11-04,2024-11-12,Ward-08,Noise & Pollution,Factory emitting foul-smelling smoke,Resolved,Phone Call,Medium,24.0,3.0
GRV-1842,2026-01-07,,Ward-09,Road & Infrastructure,Road construction debris not cleared,In Progress,Walk-In,Low,58.0,nan
GRV-1843,2026-01-27,,Ward-06,Street Lighting,Electric pole fallen on road – dangerous,Open,Website,Medium,34.0,nan
GRV-1844,2025-05-12,,Ward-07,Waste Management,Garbage truck does not come on schedule,Open,Website,High,52.0,nan
GRV-1845,2025-08-13,2025-09-06,Ward-07,Waste Management,Overflowing dustbin near bus stop,Closed,Walk-In,Low,69.0,2.0
GRV-1846,2026-02-14,,Ward-04,Waste Management,Garbage truck does not come on schedule,In Progress,Mobile App,Critical,23.0,nan
GRV-1847,2025-06-04,2025-06-19,Ward-18,Public Property,Stray dogs attacking residents near park,Resolved,Mobile App,High,30.0,5.0
GRV-1848,2025-06-13,,,Road & Infrastructure,Road construction debris not cleared,Open,WhatsApp,High,,nan
GRV-1849,2025-08-30,,Ward-17,Street Lighting,Frequent power fluctuation in area,Rejected,Phone Call,Medium,71.0,nan
GRV-1850,2024-10-14,,Ward-17,Noise & Pollution,Dust from road construction affecting residents,Open,Website,Medium,34.0,nan
GRV-1851,2025-01-02,,Ward-13,Sewage & Drainage,Sewage overflowing onto road,In Progress,Walk-In,Medium,70.0,nan
GRV-1852,2025-08-02,,Ward-01,Water Supply,Water meter not working properly,In Progress,Mobile App,Medium,34.0,nan
GRV-1853,2025-02-09,,Ward-12,Street Lighting,Broken street light reported multiple times,Open,WhatsApp,High,23.0,nan
GRV-1854,2025-08-21,,Ward-09,Waste Management,Garbage truck does not come on schedule,Open,,Medium,,nan
GRV-1855,2025-11-30,,Ward-16,Sewage & Drainage,Foul smell from open drainage channel,In Progress,,Medium,53.0,nan
GRV-1856,2025-12-13,,Ward-13,Street Lighting,Electric pole fallen on road – dangerous,In Progress,Phone Call,Medium,50.0,nan
GRV-1857,2025-01-05,,Ward-08,Sewage & Drainage,Blocked drain causing flooding in colony,Rejected,Mobile App,High,,nan
GRV-1858,2026-03-28,,Ward-13,Noise & Pollution,Factory emitting foul-smelling smoke,In Progress,Walk-In,Low,,nan
GRV-1859,2026-01-15,,,Public Property,Public toilet locked / not accessible,In Progress,Mobile App,Low,35.0,nan
GRV-1860,2025-05-17,,Ward-17,Street Lighting,Frequent power fluctuation in area,Rejected,WhatsApp,High,34.0,nan
GRV-1861,2024-12-10,,Ward-18,Noise & Pollution,Loud music from nearby event venue,Open,WhatsApp,Low,57.0,nan
GRV-1862,2025-04-11,,Ward-09,Water Supply,Low water pressure in pipes,Open,Website,High,,nan
GRV-1863,2026-01-17,2026-01-29,Ward-09,Water Supply,Water pipeline leakage on main road,Resolved,,Medium,59.0,3.0
GRV-1864,2025-04-16,2025-04-22,Ward-09,Sewage & Drainage,Sewage mixing with drinking water pipeline,Closed,Phone Call,Low,25.0,1.0
GRV-1865,2025-10-04,2025-10-23,Ward-20,Water Supply,Dirty/contaminated water coming from tap,Closed,Walk-In,Medium,39.0,4.0
GRV-1866,2025-07-13,,Ward-10,Public Property,Encroachment on footpath by shop owners,Open,Phone Call,Medium,46.0,nan
GRV-1867,2026-03-27,2026-04-22,Ward-15,Sewage & Drainage,Manhole cover missing – safety hazard,Resolved,Mobile App,Medium,34.0,1.0
GRV-1868,2025-04-25,2025-05-19,Ward-05,Road & Infrastructure,Speed breaker removed without notice,Resolved,Walk-In,Medium,72.0,4.0
GRV-1869,2026-01-25,2026-02-14,Ward-19,Road & Infrastructure,Speed breaker removed without notice,Resolved,Website,High,38.0,5.0
GRV-1870,2025-08-17,,Ward-08,Water Supply,No water supply for 3 days,Open,Phone Call,Medium,70.0,nan
GRV-1871,2024-11-30,2024-12-28,Ward-13,Road & Infrastructure,Broken footpath causing injury to pedestrians,Resolved,Phone Call,High,18.0,3.0
GRV-1872,2025-06-30,2025-07-12,Ward-17,Noise & Pollution,Burning of garbage creating air pollution,Resolved,Website,Medium,70.0,2.0
GRV-1873,2025-12-26,,Ward-08,Waste Management,Garbage not collected for a week,Open,Phone Call,Critical,49.0,nan
GRV-1874,2025-12-08,,Ward-13,Public Property,Park benches broken and vandalised,Open,Mobile App,Low,23.0,nan
GRV-1875,2025-09-05,,Ward-13,Street Lighting,Broken street light reported multiple times,Open,WhatsApp,High,23.0,nan
GRV-1876,2025-01-05,,,Water Supply,No water supply for 3 days,Open,Walk-In,Low,24.0,nan
GRV-1877,2025-01-05,,,Street Lighting,Electric pole fallen on road – dangerous,Open,Phone Call,Medium,44.0,nan
GRV-1878,2025-02-07,,Ward-06,Waste Management,Overflowing dustbin near bus stop,In Progress,Mobile App,Low,40.0,nan
GRV-1879,2025-03-03,2025-04-01,Ward-15,Road & Infrastructure,Broken footpath causing injury to pedestrians,Closed,WhatsApp,Critical,51.0,1.0
GRV-1880,2026-02-27,,Ward-18,Sewage & Drainage,Manhole cover missing – safety hazard,Open,Walk-In,Medium,,nan
GRV-1881,2025-06-27,,Ward-18,Street Lighting,Broken street light reported multiple times,In Progress,Phone Call,Critical,27.0,nan
GRV-1882,2025-02-03,,Ward-03,Street Lighting,Broken street light reported multiple times,Open,Website,Medium,68.0,nan
GRV-1883,2024-11-25,,Ward-01,Street Lighting,Electric pole fallen on road – dangerous,Open,Mobile App,Medium,44.0,nan
GRV-1884,2026-02-10,,Ward-16,Noise & Pollution,Factory emitting foul-smelling smoke,Open,WhatsApp,Low,67.0,nan
GRV-1885,2025-05-03,,Ward-14,Street Lighting,Short circuit sparks from street light,Open,Phone Call,Medium,43.0,nan
GRV-1886,2026-03-21,,Ward-07,Noise & Pollution,Construction noise beyond permitted hours,In Progress,Website,High,55.0,nan
GRV-1887,2025-05-17,,Ward-13,Street Lighting,Short circuit sparks from street light,Open,Website,Low,41.0,nan
GRV-1888,2025-06-30,2025-07-08,Ward-17,Water Supply,Water pipeline leakage on main road,Resolved,WhatsApp,High,28.0,2.0
GRV-1889,2025-03-01,,Ward-18,Public Property,Tree fallen on parked vehicles,Open,Phone Call,Medium,59.0,nan
GRV-1890,2024-12-21,,Ward-10,Noise & Pollution,Construction noise beyond permitted hours,Open,Mobile App,Medium,46.0,nan
